year,month,month_num,epi_week,region,district,cases,deaths,T2M_mean,RH2M_mean,PRECTOTCORR_sum,WS10M_mean
2017,April,4,15,Punjab,Multan,2,0,32.64142857142857,14.327142857142858,0.0,2.1414285714285715
2017,April,4,16,Punjab,Multan,1,0,35.38428571428572,20.654285714285713,3.81,3.8714285714285714
2017,April,4,13,Punjab,Sheikhupura,2,0,30.297142857142855,27.548571428571428,0.0,2.81
2017,April,4,14,Punjab,Sheikhupura,2,0,26.037142857142857,34.721428571428575,19.919999999999998,3.4414285714285713
2017,April,4,15,Punjab,Sheikhupura,2,0,30.011428571428574,23.02285714285714,0.0,2.9
2017,April,4,16,Punjab,Sheikhupura,1,0,33.96857142857143,24.154285714285713,11.82,3.1371428571428575
2017,April,4,13,Punjab,Kasur,1,0,30.485714285714288,26.737142857142857,0.0,2.757142857142857
2017,April,4,14,Punjab,Kasur,2,0,26.947142857142858,30.737142857142857,9.02,3.255714285714286
2017,April,4,15,Punjab,Kasur,2,0,30.538571428571426,18.54,0.0,3.165714285714286
2017,April,4,16,Punjab,Kasur,1,0,34.528571428571425,21.045714285714286,11.690000000000001,3.1799999999999997
2017,April,4,13,Punjab,Sialkot,2,0,28.50714285714286,38.94428571428572,0.29000000000000004,3.3285714285714287
2017,April,4,14,Punjab,Sialkot,2,0,23.95,44.14857142857143,50.44,3.817142857142857
2017,April,4,15,Punjab,Sialkot,2,0,28.261428571428574,32.019999999999996,0.0,3.738571428571429
2017,April,4,16,Punjab,Sialkot,1,0,32.839999999999996,32.38142857142857,11.469999999999999,2.741428571428571
2017,April,4,13,Punjab,Sargodha,1,0,30.21857142857143,28.365714285714287,0.01,2.584285714285714
2017,April,4,14,Punjab,Sargodha,2,0,25.02285714285714,36.80285714285714,39.6,3.5485714285714285
2017,April,4,15,Punjab,Sargodha,1,0,30.41,25.158571428571427,0.0,2.255714285714286
2017,April,4,16,Punjab,Sargodha,1,0,32.93285714285714,30.34,15.189999999999998,3.0557142857142856
2017,April,4,13,Punjab,Bahawalpur,1,0,31.97,21.641428571428573,0.0,2.5285714285714285
2017,April,4,14,Punjab,Bahawalpur,2,0,28.511428571428574,20.16,2.04,2.9771428571428573
2017,April,4,15,Punjab,Bahawalpur,1,0,33.23285714285714,10.617142857142856,0.0,2.004285714285714
2017,April,4,16,Punjab,Bahawalpur,1,0,35.534285714285716,18.388571428571428,1.67,3.987142857142857
2017,April,4,13,Punjab,Jhang,1,0,30.41714285714286,27.141428571428573,0.0,2.52
2017,April,4,14,Punjab,Jhang,2,0,25.681428571428572,35.39,28.509999999999998,3.184285714285714
2017,April,4,15,Punjab,Jhang,1,0,30.84142857142857,22.91142857142857,0.0,1.9514285714285715
2017,April,4,16,Punjab,Jhang,1,0,33.28142857142857,28.181428571428572,12.65,3.1442857142857146
2017,April,4,13,Punjab,Gujrat,1,0,28.50714285714286,38.94428571428572,0.29000000000000004,3.3285714285714287
2017,April,4,14,Punjab,Gujrat,2,0,23.95,44.14857142857143,50.44,3.817142857142857
2017,April,4,15,Punjab,Gujrat,1,0,28.261428571428574,32.019999999999996,0.0,3.738571428571429
2017,April,4,16,Punjab,Gujrat,1,0,32.839999999999996,32.38142857142857,11.469999999999999,2.741428571428571
2017,April,4,13,Punjab,Rahim Yar Khan,1,0,32.68571428571429,20.014285714285712,0.0,2.3642857142857143
2017,April,4,14,Punjab,Rahim Yar Khan,2,0,29.330000000000002,15.461428571428572,0.03,3.5357142857142856
2017,April,4,15,Punjab,Rahim Yar Khan,2,0,33.817142857142855,11.191428571428572,0.0,2.7600000000000002
2017,April,4,16,Punjab,Rahim Yar Khan,1,0,35.71857142857143,19.895714285714288,0.28,3.5385714285714287
2017,April,4,13,Punjab,Sahiwal,1,0,31.33285714285714,22.91,0.0,2.5614285714285714
2017,April,4,14,Punjab,Sahiwal,1,0,27.095714285714283,28.648571428571426,9.709999999999999,3.0728571428571425
2017,April,4,15,Punjab,Sahiwal,1,0,32.27571428571429,15.831428571428573,0.0,2.005714285714286
2017,April,4,16,Punjab,Sahiwal,1,0,34.988571428571426,19.767142857142858,4.23,3.787142857142857
2017,April,4,13,Punjab,Okara,1,0,30.868571428571432,25.047142857142855,0.0,2.557142857142857
2017,April,4,14,Punjab,Okara,2,0,26.705714285714286,32.575714285714284,13.34,3.1814285714285715
2017,April,4,15,Punjab,Okara,1,0,31.009999999999998,19.291428571428572,0.0,2.6285714285714286
2017,April,4,16,Punjab,Okara,1,0,34.54714285714285,21.148571428571433,8.84,3.4414285714285713
2017,April,4,13,Punjab,Narowal,1,0,28.640000000000004,36.75571428571429,0.08,3.608571428571428
2017,April,4,14,Punjab,Narowal,1,0,25.005714285714284,40.64714285714285,23.86,4.035714285714286
2017,April,4,15,Punjab,Narowal,1,0,28.59,28.609999999999996,0.0,3.8871428571428575
2017,April,4,16,Punjab,Narowal,1,0,33.27571428571429,29.085714285714285,16.2,2.551428571428571
2017,April,4,13,Punjab,Hafizabad,1,0,29.784285714285716,30.298571428571428,0.02,3.0
2017,April,4,14,Punjab,Hafizabad,1,0,25.165714285714284,37.184285714285714,31.939999999999998,3.738571428571429
2017,April,4,15,Punjab,Hafizabad,1,0,29.08142857142857,27.842857142857145,0.0,3.0928571428571425
2017,April,4,16,Punjab,Hafizabad,1,0,33.45428571428572,27.84142857142857,12.120000000000001,2.9442857142857144
2017,April,4,13,Punjab,Mandi Bahauddin,1,0,28.974285714285713,35.14857142857143,0.13,3.2528571428571427
2017,April,4,14,Punjab,Mandi Bahauddin,1,0,24.177142857142858,40.21142857142858,50.169999999999995,3.8871428571428575
2017,April,4,15,Punjab,Mandi Bahauddin,1,0,28.25,31.804285714285715,0.0,3.6385714285714283
2017,April,4,16,Punjab,Mandi Bahauddin,0,0,32.95857142857143,30.91714285714286,10.23,2.924285714285714
2017,April,4,13,Punjab,Pakpattan,1,0,31.33285714285714,22.91,0.0,2.5614285714285714
2017,April,4,14,Punjab,Pakpattan,1,0,27.095714285714283,28.648571428571426,9.709999999999999,3.0728571428571425
2017,April,4,15,Punjab,Pakpattan,1,0,32.27571428571429,15.831428571428573,0.0,2.005714285714286
2017,April,4,16,Punjab,Pakpattan,0,0,34.988571428571426,19.767142857142858,4.23,3.787142857142857
2017,April,4,13,Punjab,Chiniot,1,0,30.571428571428573,26.544285714285714,0.0,2.447142857142857
2017,April,4,14,Punjab,Chiniot,1,0,25.975714285714286,34.11714285714286,26.73,3.3242857142857143
2017,April,4,15,Punjab,Chiniot,1,0,30.634285714285713,22.557142857142857,0.0,2.257142857142857
2017,April,4,16,Punjab,Chiniot,1,0,33.38,27.18285714285714,12.18,3.218571428571429
2017,April,4,13,Punjab,Khushab,1,0,28.017142857142858,32.52285714285714,0.09,2.6485714285714286
2017,April,4,14,Punjab,Khushab,1,0,22.388571428571428,41.96,45.65,3.61
2017,April,4,15,Punjab,Khushab,1,0,27.905714285714286,30.722857142857144,0.0,2.632857142857143
2017,April,4,16,Punjab,Khushab,0,0,30.835714285714285,34.744285714285716,14.98,2.9614285714285713
2017,April,4,13,Punjab,Bhakkar,1,0,29.99142857142857,29.61285714285714,0.03,2.8085714285714287
2017,April,4,14,Punjab,Bhakkar,1,0,25.367142857142856,33.635714285714286,12.98,3.3285714285714287
2017,April,4,15,Punjab,Bhakkar,1,0,31.002857142857145,20.377142857142854,0.0,2.4785714285714286
2017,April,4,16,Punjab,Bhakkar,0,0,33.62571428571429,26.05,8.78,2.9785714285714286
2017,April,4,13,Punjab,Layyah,1,0,30.677142857142858,27.784285714285716,0.2,2.8971428571428572
2017,April,4,14,Punjab,Layyah,1,0,26.225714285714282,30.518571428571427,8.79,3.3514285714285714
2017,April,4,15,Punjab,Layyah,1,0,31.512857142857143,18.58142857142857,0.0,2.472857142857143
2017,April,4,16,Punjab,Layyah,0,0,34.285714285714285,23.795714285714286,6.949999999999999,3.087142857142857
2017,April,4,13,Punjab,Muzaffargarh,1,0,31.624285714285715,25.268571428571427,0.01,2.8871428571428575
2017,April,4,14,Punjab,Muzaffargarh,2,0,27.915714285714284,23.245714285714286,3.36,3.4514285714285715
2017,April,4,15,Punjab,Muzaffargarh,2,0,32.64142857142857,14.327142857142858,0.0,2.1414285714285715
2017,April,4,16,Punjab,Muzaffargarh,1,0,35.38428571428572,20.654285714285713,3.81,3.8714285714285714
2017,April,4,13,Punjab,Lodhran,1,0,31.97,21.641428571428573,0.0,2.5285714285714285
2017,April,4,14,Punjab,Lodhran,1,0,28.511428571428574,20.16,2.04,2.9771428571428573
2017,April,4,15,Punjab,Lodhran,1,0,33.23285714285714,10.617142857142856,0.0,2.004285714285714
2017,April,4,16,Punjab,Lodhran,0,0,35.534285714285716,18.388571428571428,1.67,3.987142857142857
2017,April,4,13,Punjab,Vehari,1,0,31.745714285714286,21.50714285714286,0.0,2.6885714285714286
2017,April,4,14,Punjab,Vehari,2,0,27.752857142857145,23.607142857142858,5.18,3.007142857142857
2017,April,4,15,Punjab,Vehari,1,0,32.97857142857143,12.974285714285713,0.0,1.8457142857142856
2017,April,4,16,Punjab,Vehari,1,0,35.371428571428574,18.455714285714286,2.22,4.075714285714286
2017,April,4,13,Punjab,Khanewal,1,0,31.092857142857145,26.995714285714286,0.01,2.6757142857142857
2017,April,4,14,Punjab,Khanewal,1,0,26.994285714285716,29.177142857142858,7.68,3.0214285714285714
2017,April,4,15,Punjab,Khanewal,1,0,32.212857142857146,16.725714285714286,0.0,1.8557142857142856
2017,April,4,16,Punjab,Khanewal,1,0,34.855714285714285,22.21,5.199999999999999,3.6599999999999997
2017,April,4,13,Punjab,Toba Tek Singh,1,0,30.807142857142857,25.82,0.0,2.5500000000000003
2017,April,4,14,Punjab,Toba Tek Singh,2,0,26.349999999999998,31.77285714285714,16.59,3.121428571428571
2017,April,4,15,Punjab,Toba Tek Singh,1,0,31.694285714285716,18.73428571428571,0.0,1.9428571428571428
2017,April,4,16,Punjab,Toba Tek Singh,1,0,34.317142857142855,23.387142857142855,8.17,3.487142857142857
2017,April,4,13,Punjab,Nankana Sahib,1,0,30.297142857142855,27.548571428571428,0.0,2.81
2017,April,4,14,Punjab,Nankana Sahib,1,0,26.037142857142857,34.721428571428575,19.919999999999998,3.4414285714285713
2017,April,4,15,Punjab,Nankana Sahib,1,0,30.011428571428574,23.02285714285714,0.0,2.9
2017,April,4,16,Punjab,Nankana Sahib,1,0,33.96857142857143,24.154285714285713,11.82,3.1371428571428575
2017,April,4,13,Punjab,Attock,1,0,26.164285714285715,44.83428571428572,5.09,1.9157142857142857
2017,April,4,14,Punjab,Attock,1,0,20.69142857142857,51.57,66.23,2.665714285714286
2017,April,4,15,Punjab,Attock,1,0,27.837142857142858,30.16714285714286,0.0,1.587142857142857
2017,April,4,16,Punjab,Attock,0,0,29.444285714285716,43.69571428571429,23.63,2.577142857142857
2017,April,4,13,Punjab,Chakwal,1,0,26.150000000000002,43.285714285714285,0.47,3.011428571428571
2017,April,4,14,Punjab,Chakwal,1,0,21.13714285714286,47.73571428571428,59.37,3.3328571428571427
2017,April,4,15,Punjab,Chakwal,1,0,26.205714285714286,34.61857142857143,0.0,3.197142857142857
2017,April,4,16,Punjab,Chakwal,0,0,30.195714285714285,37.129999999999995,13.9,2.777142857142857
2017,April,4,13,Punjab,Jhelum,1,0,27.395714285714288,41.51857142857143,0.65,3.1385714285714283
2017,April,4,14,Punjab,Jhelum,1,0,22.495714285714286,46.037142857142854,70.17999999999999,3.4985714285714287
2017,April,4,15,Punjab,Jhelum,1,0,27.228571428571428,35.13857142857143,0.0,3.567142857142857
2017,April,4,16,Punjab,Jhelum,0,0,31.532857142857143,35.57285714285714,11.41,2.8614285714285717
2017,April,4,13,Punjab,Mianwali,1,0,28.085714285714285,35.824285714285715,1.1900000000000002,2.255714285714286
2017,April,4,14,Punjab,Mianwali,1,0,23.09857142857143,43.06285714285714,25.3,2.9199999999999995
2017,April,4,15,Punjab,Mianwali,1,0,28.89428571428571,29.685714285714287,0.0,2.3685714285714283
2017,April,4,16,Punjab,Mianwali,0,0,31.96,31.77,12.3,3.1785714285714284
2017,April,4,13,Punjab,D.G. Khan,1,0,31.610000000000003,23.488571428571426,0.01,3.1557142857142857
2017,April,4,14,Punjab,D.G. Khan,2,0,27.768571428571427,19.494285714285716,2.4,3.8657142857142857
2017,April,4,15,Punjab,D.G. Khan,1,0,32.660000000000004,13.827142857142858,0.0,3.2357142857142853
2017,April,4,16,Punjab,D.G. Khan,1,0,35.222857142857144,19.304285714285715,3.63,4.098571428571429
2017,April,4,13,Punjab,Rajanpur,1,0,32.32,22.24142857142857,0.0,2.4457142857142853
2017,April,4,14,Punjab,Rajanpur,1,0,28.96142857142857,16.55,0.41,3.3057142857142856
2017,April,4,15,Punjab,Rajanpur,1,0,33.39142857142857,11.81,0.0,2.6357142857142857
2017,April,4,16,Punjab,Rajanpur,1,0,35.96857142857143,19.300000000000004,0.97,3.7671428571428573
2017,April,4,13,Punjab,Bahawalnagar,1,0,31.84857142857143,20.47,0.0,2.5785714285714287
2017,April,4,14,Punjab,Bahawalnagar,1,0,27.76571428571429,23.48857142857143,5.8100000000000005,3.1714285714285713
2017,April,4,15,Punjab,Bahawalnagar,1,0,32.79714285714285,13.394285714285715,0.0,1.8842857142857141
2017,April,4,16,Punjab,Bahawalnagar,1,0,35.32714285714286,17.69,2.2800000000000002,3.8728571428571428
2017,May,5,18,Punjab,Lahore,3,0,32.145714285714284,23.54,0.02,2.8742857142857146
2017,May,5,19,Punjab,Lahore,5,0,36.26428571428571,18.541428571428572,0.02,2.447142857142857
2017,May,5,20,Punjab,Lahore,5,0,35.38428571428572,25.927142857142858,19.8,2.347142857142857
2017,May,5,21,Punjab,Lahore,3,0,36.06428571428571,27.074285714285715,0.55,2.085714285714286
2017,May,5,18,Punjab,Faisalabad,3,0,32.98142857142857,21.035714285714285,0.0,2.3299999999999996
2017,May,5,19,Punjab,Faisalabad,3,0,36.48571428571429,18.16,0.16,2.205714285714286
2017,May,5,20,Punjab,Faisalabad,3,0,35.34285714285714,26.465714285714284,8.79,2.18
2017,May,5,21,Punjab,Faisalabad,3,0,37.11285714285714,20.167142857142856,0.04,2.0
2017,May,5,18,Punjab,Rawalpindi,2,0,27.868571428571432,38.385714285714286,1.4,2.71
2017,May,5,19,Punjab,Rawalpindi,3,0,31.697142857142858,34.987142857142864,0.75,2.3328571428571427
2017,May,5,20,Punjab,Rawalpindi,2,0,32.01428571428571,31.23428571428571,4.83,2.3442857142857143
2017,May,5,21,Punjab,Rawalpindi,2,0,34.15,22.541428571428572,2.79,1.9728571428571426
2017,May,5,18,Punjab,Gujranwala,2,0,31.464285714285715,25.787142857142857,0.05,3.105714285714286
2017,May,5,19,Punjab,Gujranwala,3,0,35.96,20.127142857142854,0.07,2.437142857142857
2017,May,5,20,Punjab,Gujranwala,2,0,35.019999999999996,27.065714285714282,20.64,2.6557142857142857
2017,May,5,21,Punjab,Gujranwala,2,0,35.55142857142857,28.405714285714286,0.67,2.2800000000000002
2017,May,5,18,Punjab,Multan,2,0,34.33,18.724285714285713,0.0,2.1471428571428572
2017,May,5,19,Punjab,Multan,2,0,36.88857142857143,19.849999999999998,3.05,2.757142857142857
2017,May,5,20,Punjab,Multan,2,0,36.567142857142855,25.525714285714287,2.28,2.6557142857142857
2017,May,5,21,Punjab,Multan,2,0,38.298571428571435,18.572857142857142,0.030000000000000002,1.8528571428571428
2017,May,5,18,Punjab,Sheikhupura,2,0,32.71571428571429,21.77857142857143,0.0,2.5799999999999996
2017,May,5,19,Punjab,Sheikhupura,2,0,36.371428571428574,18.09,0.06,2.31
2017,May,5,20,Punjab,Sheikhupura,2,0,35.37,26.08857142857143,12.58,2.0285714285714285
2017,May,5,21,Punjab,Sheikhupura,2,0,36.675714285714285,23.057142857142857,0.04,2.07
2017,May,5,18,Punjab,Kasur,2,0,33.00142857142857,20.805714285714284,0.02,2.6785714285714284
2017,May,5,19,Punjab,Kasur,2,0,36.629999999999995,17.86857142857143,0.060000000000000005,2.487142857142857
2017,May,5,20,Punjab,Kasur,2,0,35.62285714285714,25.542857142857144,15.56,2.3085714285714287
2017,May,5,21,Punjab,Kasur,1,0,36.54571428571428,25.601428571428574,0.46,1.8728571428571428
2017,May,5,18,Punjab,Sialkot,2,0,30.737142857142857,29.31857142857143,0.43,3.468571428571429
2017,May,5,19,Punjab,Sialkot,2,0,35.64857142857143,22.54,0.42,2.4499999999999997
2017,May,5,20,Punjab,Sialkot,2,0,34.55285714285714,28.628571428571426,17.29,2.8642857142857143
2017,May,5,21,Punjab,Sialkot,1,0,35.47428571428571,26.881428571428575,1.2,2.4528571428571433
2017,May,5,18,Punjab,Sargodha,2,0,32.57285714285714,23.495714285714286,0.0,2.1085714285714285
2017,May,5,19,Punjab,Sargodha,2,0,36.26,19.877142857142854,0.04,2.138571428571429
2017,May,5,20,Punjab,Sargodha,2,0,35.03142857142857,28.125714285714285,9.32,2.3714285714285714
2017,May,5,21,Punjab,Sargodha,1,0,36.99857142857143,19.47714285714286,0.15,2.0157142857142856
2017,May,5,18,Punjab,Bahawalpur,1,0,34.871428571428574,16.65142857142857,0.0,2.5414285714285714
2017,May,5,19,Punjab,Bahawalpur,2,0,36.934285714285714,19.897142857142857,6.23,3.0800000000000005
2017,May,5,20,Punjab,Bahawalpur,2,0,35.74,27.557142857142857,5.75,3.162857142857143
2017,May,5,21,Punjab,Bahawalpur,1,0,37.85142857142857,20.742857142857144,0.12,2.5100000000000002
2017,May,5,18,Punjab,Jhang,1,0,33.175714285714285,20.75142857142857,0.0,2.184285714285714
2017,May,5,19,Punjab,Jhang,2,0,36.43142857142857,18.565714285714286,0.23,2.207142857142857
2017,May,5,20,Punjab,Jhang,2,0,35.25142857142857,27.547142857142855,8.049999999999999,2.38
2017,May,5,21,Punjab,Jhang,1,0,37.34428571428572,19.118571428571432,0.06,1.8871428571428572
2017,May,5,18,Punjab,Gujrat,1,0,30.737142857142857,29.31857142857143,0.43,3.468571428571429
2017,May,5,19,Punjab,Gujrat,2,0,35.64857142857143,22.54,0.42,2.4499999999999997
2017,May,5,20,Punjab,Gujrat,2,0,34.55285714285714,28.628571428571426,17.29,2.8642857142857143
2017,May,5,21,Punjab,Gujrat,1,0,35.47428571428571,26.881428571428575,1.2,2.4528571428571433
2017,May,5,18,Punjab,Rahim Yar Khan,2,0,35.81142857142857,17.832857142857144,0.0,2.7971428571428567
2017,May,5,19,Punjab,Rahim Yar Khan,2,1,37.4,22.34857142857143,3.08,2.991428571428571
2017,May,5,20,Punjab,Rahim Yar Khan,2,0,36.94142857142857,24.09714285714286,4.29,2.85
2017,May,5,21,Punjab,Rahim Yar Khan,1,0,38.64142857142857,23.677142857142858,0.11,3.2028571428571433
2017,May,5,18,Punjab,Sahiwal,1,0,33.90571428571429,17.05142857142857,0.0,2.532857142857143
2017,May,5,19,Punjab,Sahiwal,1,0,36.87428571428571,17.984285714285715,1.12,2.6514285714285712
2017,May,5,20,Punjab,Sahiwal,1,0,35.76857142857143,25.888571428571428,5.25,2.5042857142857144
2017,May,5,21,Punjab,Sahiwal,1,0,37.574285714285715,19.81142857142857,0.01,2.1228571428571428
2017,May,5,18,Punjab,Okara,1,0,33.49285714285714,19.37,0.0,2.4785714285714286
2017,May,5,19,Punjab,Okara,2,0,36.71857142857142,17.60142857142857,0.21,2.4285714285714284
2017,May,5,20,Punjab,Okara,2,0,35.58428571428571,25.900000000000002,10.18,2.32
2017,May,5,21,Punjab,Okara,1,0,37.06428571428571,22.53142857142857,0.08,1.967142857142857
2017,May,5,18,Punjab,Narowal,1,0,31.084285714285716,27.437142857142856,0.25,3.5157142857142856
2017,May,5,19,Punjab,Narowal,1,0,35.832857142857144,21.09142857142857,0.16,2.75
2017,May,5,20,Punjab,Narowal,1,0,35.03142857142857,26.825714285714287,19.98,3.1357142857142857
2017,May,5,21,Punjab,Narowal,1,0,35.04142857142857,30.455714285714286,5.11,2.491428571428571
2017,May,5,18,Punjab,Hafizabad,1,0,31.93285714285714,24.87857142857143,0.01,2.641428571428571
2017,May,5,19,Punjab,Hafizabad,2,0,36.044285714285714,20.055714285714284,0.04,2.2257142857142855
2017,May,5,20,Punjab,Hafizabad,1,0,35.14142857142857,26.877142857142854,14.26,2.182857142857143
2017,May,5,21,Punjab,Hafizabad,1,0,36.22857142857143,24.091428571428573,0.04,2.1742857142857144
2017,May,5,18,Punjab,Mandi Bahauddin,1,0,31.282857142857146,27.830000000000002,0.12,2.88
2017,May,5,19,Punjab,Mandi Bahauddin,1,0,35.85142857142857,22.381428571428568,0.16,2.1542857142857144
2017,May,5,20,Punjab,Mandi Bahauddin,1,0,34.76285714285714,28.215714285714284,13.82,2.62
2017,May,5,21,Punjab,Mandi Bahauddin,1,0,35.948571428571434,24.201428571428572,0.27,2.2314285714285718
2017,May,5,18,Punjab,Pakpattan,1,0,33.90571428571429,17.05142857142857,0.0,2.532857142857143
2017,May,5,19,Punjab,Pakpattan,1,0,36.87428571428571,17.984285714285715,1.12,2.6514285714285712
2017,May,5,20,Punjab,Pakpattan,1,0,35.76857142857143,25.888571428571428,5.25,2.5042857142857144
2017,May,5,21,Punjab,Pakpattan,1,0,37.574285714285715,19.81142857142857,0.01,2.1228571428571428
2017,May,5,18,Punjab,Chiniot,1,0,32.98142857142857,21.035714285714285,0.0,2.3299999999999996
2017,May,5,19,Punjab,Chiniot,1,0,36.48571428571429,18.16,0.16,2.205714285714286
2017,May,5,20,Punjab,Chiniot,1,0,35.34285714285714,26.465714285714284,8.79,2.18
2017,May,5,21,Punjab,Chiniot,1,0,37.11285714285714,20.167142857142856,0.04,2.0
2017,May,5,18,Punjab,Khushab,1,0,30.845714285714283,25.464285714285715,0.04,2.2785714285714285
2017,May,5,19,Punjab,Khushab,1,0,34.61714285714286,21.545714285714286,0.06,1.9057142857142857
2017,May,5,20,Punjab,Khushab,1,0,33.160000000000004,29.830000000000002,8.82,2.347142857142857
2017,May,5,21,Punjab,Khushab,0,0,35.152857142857144,21.131428571428575,0.49,2.262857142857143
2017,May,5,18,Punjab,Bhakkar,1,0,32.894285714285715,22.18,0.0,2.2285714285714286
2017,May,5,19,Punjab,Bhakkar,1,0,35.99,20.349999999999998,0.05,2.1485714285714286
2017,May,5,20,Punjab,Bhakkar,1,0,35.08857142857143,28.197142857142858,2.1,2.59
2017,May,5,21,Punjab,Bhakkar,1,0,37.36,19.141428571428573,0.7,1.957142857142857
2017,May,5,18,Punjab,Layyah,1,0,33.32714285714285,20.982857142857142,0.0,2.4828571428571427
2017,May,5,19,Punjab,Layyah,1,0,36.23285714285714,19.785714285714285,0.27,2.501428571428572
2017,May,5,20,Punjab,Layyah,1,0,35.71857142857143,27.21857142857143,1.44,2.5700000000000003
2017,May,5,21,Punjab,Layyah,0,0,37.68142857142857,18.988571428571426,0.43,2.0357142857142856
2017,May,5,18,Punjab,Muzaffargarh,2,0,34.33,18.724285714285713,0.0,2.1471428571428572
2017,May,5,19,Punjab,Muzaffargarh,2,0,36.88857142857143,19.849999999999998,3.05,2.757142857142857
2017,May,5,20,Punjab,Muzaffargarh,2,0,36.567142857142855,25.525714285714287,2.28,2.6557142857142857
2017,May,5,21,Punjab,Muzaffargarh,1,0,38.298571428571435,18.572857142857142,0.030000000000000002,1.8528571428571428
2017,May,5,18,Punjab,Lodhran,1,0,34.871428571428574,16.65142857142857,0.0,2.5414285714285714
2017,May,5,19,Punjab,Lodhran,1,0,36.934285714285714,19.897142857142857,6.23,3.0800000000000005
2017,May,5,20,Punjab,Lodhran,1,0,35.74,27.557142857142857,5.75,3.162857142857143
2017,May,5,21,Punjab,Lodhran,1,0,37.85142857142857,20.742857142857144,0.12,2.5100000000000002
2017,May,5,18,Punjab,Vehari,1,0,34.49714285714286,16.015714285714285,0.0,2.432857142857143
2017,May,5,19,Punjab,Vehari,2,0,36.924285714285716,18.815714285714286,3.0,2.9514285714285715
2017,May,5,20,Punjab,Vehari,1,0,35.57857142857143,27.474285714285713,5.0200000000000005,2.467142857142857
2017,May,5,21,Punjab,Vehari,1,0,37.68285714285714,19.814285714285717,0.0,2.0585714285714287
2017,May,5,18,Punjab,Khanewal,1,0,33.86571428571428,19.169999999999998,0.0,2.2800000000000002
2017,May,5,19,Punjab,Khanewal,2,0,36.74285714285714,20.020000000000003,1.82,2.4385714285714286
2017,May,5,20,Punjab,Khanewal,2,0,35.824285714285715,27.584285714285716,2.9,2.4
2017,May,5,21,Punjab,Khanewal,1,0,37.73428571428571,19.731428571428573,0.05,2.051428571428571
2017,May,5,18,Punjab,Toba Tek Singh,1,0,33.730000000000004,18.268571428571427,0.0,2.474285714285714
2017,May,5,19,Punjab,Toba Tek Singh,2,0,36.709999999999994,18.034285714285712,0.77,2.3685714285714283
2017,May,5,20,Punjab,Toba Tek Singh,1,0,35.52,26.792857142857144,6.0600000000000005,2.4771428571428573
2017,May,5,21,Punjab,Toba Tek Singh,1,0,37.541428571428575,18.900000000000002,0.03,2.027142857142857
2017,May,5,18,Punjab,Nankana Sahib,1,0,32.71571428571429,21.77857142857143,0.0,2.5799999999999996
2017,May,5,19,Punjab,Nankana Sahib,2,0,36.371428571428574,18.09,0.06,2.31
2017,May,5,20,Punjab,Nankana Sahib,1,0,35.37,26.08857142857143,12.58,2.0285714285714285
2017,May,5,21,Punjab,Nankana Sahib,1,0,36.675714285714285,23.057142857142857,0.04,2.07
2017,May,5,18,Punjab,Attock,1,0,28.84142857142857,37.057142857142864,2.9899999999999998,1.8542857142857143
2017,May,5,19,Punjab,Attock,1,0,31.974285714285713,38.83857142857143,1.2,1.8257142857142856
2017,May,5,20,Punjab,Attock,1,0,31.834285714285716,37.29714285714285,3.4800000000000004,1.9685714285714286
2017,May,5,21,Punjab,Attock,1,0,34.61857142857143,24.012857142857143,3.9899999999999998,1.577142857142857
2017,May,5,18,Punjab,Chakwal,1,0,28.804285714285715,36.14,0.33999999999999997,2.4614285714285713
2017,May,5,19,Punjab,Chakwal,1,0,33.44,27.177142857142858,0.3,2.0285714285714285
2017,May,5,20,Punjab,Chakwal,1,0,32.74857142857143,30.465714285714284,7.970000000000001,2.52
2017,May,5,21,Punjab,Chakwal,0,0,34.721428571428575,21.704285714285714,1.01,2.1
2017,May,5,18,Punjab,Jhelum,1,0,29.594285714285714,35.114285714285714,0.8099999999999999,2.9057142857142857
2017,May,5,19,Punjab,Jhelum,1,0,34.42285714285715,26.944285714285716,0.5700000000000001,2.314285714285714
2017,May,5,20,Punjab,Jhelum,1,0,33.527142857142856,30.857142857142858,11.46,2.56
2017,May,5,21,Punjab,Jhelum,0,0,35.22857142857143,24.16714285714286,1.41,2.2971428571428567
2017,May,5,18,Punjab,Mianwali,1,0,31.357142857142858,25.125714285714285,1.09,2.1457142857142855
2017,May,5,19,Punjab,Mianwali,1,0,34.37428571428571,24.81142857142857,1.21,2.2714285714285714
2017,May,5,20,Punjab,Mianwali,1,0,33.31857142857143,31.77285714285714,6.51,2.987142857142857
2017,May,5,21,Punjab,Mianwali,1,0,35.75714285714286,21.18142857142857,1.87,2.124285714285714
2017,May,5,18,Punjab,D.G. Khan,1,0,33.76714285714286,19.085714285714285,0.0,2.741428571428571
2017,May,5,19,Punjab,D.G. Khan,2,0,36.044285714285714,19.701428571428572,1.5100000000000002,3.5300000000000002
2017,May,5,20,Punjab,D.G. Khan,2,0,35.89142857142857,24.584285714285716,1.43,3.06
2017,May,5,21,Punjab,D.G. Khan,1,0,37.65714285714286,17.552857142857142,0.08,2.575714285714286
2017,May,5,18,Punjab,Rajanpur,1,0,35.34571428571429,17.875714285714285,0.0,2.551428571428571
2017,May,5,19,Punjab,Rajanpur,1,0,37.324285714285715,20.192857142857143,2.97,3.2342857142857144
