year,month,month_num,epi_week,region,district,cases,deaths,T2M_mean,RH2M_mean,PRECTOTCORR_sum,WS10M_mean
2016,January,1,3,Punjab,Gujrat,2,0,12.597142857142858,32.54142857142857,0.0,1.9857142857142858
2016,January,1,4,Punjab,Gujrat,2,0,14.544285714285715,49.542857142857144,10.27,2.3514285714285714
2016,January,1,1,Punjab,Rahim Yar Khan,2,0,17.76857142857143,34.33142857142857,0.0,3.0214285714285714
2016,January,1,2,Punjab,Rahim Yar Khan,4,1,17.165714285714284,38.79714285714285,0.02,2.1885714285714286
2016,January,1,3,Punjab,Rahim Yar Khan,3,0,15.107142857142858,23.062857142857144,0.0,2.5385714285714287
2016,January,1,4,Punjab,Rahim Yar Khan,2,0,17.087142857142858,26.17142857142857,0.0,2.7085714285714286
2016,January,1,1,Punjab,Sahiwal,2,0,15.828571428571427,39.56142857142857,0.0,2.1485714285714286
2016,January,1,2,Punjab,Sahiwal,2,0,14.698571428571428,43.214285714285715,1.9000000000000001,2.0785714285714287
2016,January,1,3,Punjab,Sahiwal,2,0,13.322857142857144,26.03,0.0,1.6557142857142857
2016,January,1,4,Punjab,Sahiwal,1,0,14.914285714285715,31.02,1.42,1.99
2016,January,1,1,Punjab,Okara,2,0,15.719999999999999,39.99,0.0,2.1271428571428572
2016,January,1,2,Punjab,Okara,2,0,14.271428571428572,44.715714285714284,4.26,2.16
2016,January,1,3,Punjab,Okara,2,0,12.971428571428572,27.854285714285712,0.0,1.6285714285714286
2016,January,1,4,Punjab,Okara,2,0,14.551428571428572,39.881428571428565,7.119999999999999,1.9785714285714284
2016,January,1,1,Punjab,Narowal,2,0,15.847142857142858,42.87,0.8700000000000001,2.255714285714286
2016,January,1,2,Punjab,Narowal,2,0,14.14,46.17857142857143,5.16,1.9828571428571429
2016,January,1,3,Punjab,Narowal,2,0,12.124285714285715,33.67285714285715,0.0,1.9942857142857144
