district_encoded,epi_week,mean_predicted,mean_temp,mean_humidity,mean_rainfall,mean_water,dominant_severity,cluster,risk_zone
17.0,8,1.3227303135706485,18.255714285714287,35.73828571428571,2.408,3.3240000000000025,0,1,Low Risk
17.0,9,1.1257837416846554,19.345714285714283,46.128571428571426,11.693999999999999,14.102,0,1,Low Risk
17.0,10,1.2976478802115228,19.587142857142858,49.08314285714286,20.381999999999998,32.076,0,1,Low Risk
17.0,11,1.1970801653676073,20.136285714285712,45.674285714285716,44.726,65.108,0,2,High Risk
17.0,12,0.9356883375349463,23.27885714285714,43.72571428571429,4.832,49.55800000000001,0,1,Low Risk
17.0,13,0.9489183997017969,26.678285714285714,37.49971428571429,14.776,19.608000000000004,0,0,Moderate Risk
17.0,14,1.019630918088203,26.90942857142857,37.67485714285714,10.168000000000001,24.944,0,0,Moderate Risk
17.0,15,1.0607969442908982,28.64142857142857,37.368857142857145,4.139999999999999,14.308000000000002,0,0,Moderate Risk
17.0,16,0.9312891398845242,28.46742857142857,38.888285714285715,9.709999999999999,13.85,0,0,Moderate Risk
17.0,18,1.0464457155170457,32.262,30.202571428571428,1.8780000000000001,11.588000000000001,0,0,Moderate Risk
17.0,19,1.10632899931258,34.231428571428566,27.334000000000003,0.89,2.7680000000000016,0,0,Moderate Risk
17.0,20,1.2745882048080464,33.76714285714286,31.368571428571425,6.196000000000001,7.086000000000003,0,0,Moderate Risk
17.0,21,0.9245851994602198,35.06514285714286,24.329714285714285,2.81,9.006000000000002,0,0,Moderate Risk
17.0,22,1.347013130933859,37.198,21.042285714285715,4.994000000000001,7.804000000000002,0,0,Moderate Risk
17.0,23,1.7359483713132295,37.078857142857146,28.983142857142855,10.424000000000001,15.418000000000001,0,0,Moderate Risk
17.0,24,1.7229156789160238,38.02742857142857,28.981142857142856,3.475999999999999,13.9,0,0,Moderate Risk
17.0,25,1.3294273567406782,37.48057142857143,34.48514285714286,11.602,15.078,0,0,Moderate Risk
17.0,26,2.5562639422752964,37.33542857142858,37.96971428571429,16.11,27.712,0,0,Moderate Risk
17.0,27,6.845656089825157,38.20857142857143,35.86,9.354,25.464000000000002,2,0,Moderate Risk
17.0,28,6.9410491474709515,38.28314285714286,36.416,16.058,25.412000000000003,2,0,Moderate Risk
17.0,29,3.5042921319172677,37.637142857142855,39.21485714285714,4.188000000000001,20.246000000000002,1,0,Moderate Risk
17.0,31,4.913186147088115,37.23171428571429,40.360285714285716,5.934,10.122000000000002,1,0,Moderate Risk
17.0,32,23.14581850058681,36.86085714285714,42.144285714285715,10.78,16.714000000000002,3,3,Hotspot
17.0,33,22.215500562876898,37.05371428571429,37.74714285714286,2.7800000000000002,13.560000000000002,3,3,Hotspot
17.0,34,6.474324230405901,36.13142857142857,40.99171428571429,15.89,18.670000000000005,1,0,Moderate Risk
17.0,35,5.305199566893458,34.965714285714284,42.89028571428572,10.81,26.700000000000006,1,0,Moderate Risk
17.0,36,17.389100773248785,34.44228571428572,42.248285714285714,23.476,34.286,2,3,Hotspot
17.0,37,18.611702300320072,34.40371428571429,35.12885714285714,1.356,24.832,2,0,Moderate Risk
17.0,38,5.874221338946432,33.010571428571424,32.868857142857145,2.928,4.2840000000000025,1,0,Moderate Risk
17.0,40,4.131772645310362,30.072285714285716,33.65942857142857,3.9239999999999995,6.852000000000001,0,0,Moderate Risk
17.0,41,6.3831926772196725,28.40914285714286,27.69942857142857,0.364,4.288000000000002,1,0,Moderate Risk
17.0,42,8.98861699891584,26.795428571428566,26.460571428571427,10.564,10.928000000000003,1,0,Moderate Risk
17.0,43,3.8427282501757376,24.746857142857145,26.10028571428571,0.0,10.564000000000002,1,0,Moderate Risk
17.0,44,3.3201369107912355,23.270000000000003,32.39371428571428,0.11400000000000002,0.11400000000000143,0,0,Moderate Risk
17.0,45,3.4205482046229334,21.110857142857142,29.469142857142856,0.294,0.4080000000000014,1,0,Moderate Risk
17.0,46,3.234090584391436,19.452000000000005,41.84285714285714,4.145999999999999,4.440000000000002,0,1,Low Risk
17.0,47,2.9258684927262233,18.55314285714286,35.30657142857143,0.144,4.290000000000002,0,1,Low Risk
17.0,48,2.56828234107867,17.832571428571427,36.91857142857143,13.530000000000001,13.674000000000003,0,1,Low Risk
17.0,49,2.2343246517986737,16.818571428571428,33.95285714285715,0.008,13.538000000000002,0,1,Low Risk
17.0,50,2.4374561904864622,14.276285714285715,48.62857142857143,4.84,4.848000000000002,0,1,Low Risk
17.0,51,2.0989933846975575,14.753714285714286,33.10228571428571,0.0,4.840000000000002,0,1,Low Risk
18.0,1,2.1239194845007336,13.024642857142856,38.93107142857143,0.135,0.135,0,1,Low Risk
18.0,2,2.007339640111378,13.200357142857143,40.91142857142857,2.82,2.955,0,1,Low Risk
18.0,3,1.8442414927250705,13.131714285714287,37.884,5.428,7.684,0,1,Low Risk
18.0,4,1.6460599852947506,14.104,45.176,2.784,8.212,0,1,Low Risk
18.0,5,1.3162869904334562,15.229714285714286,39.94028571428571,1.486,4.2700000000000005,0,1,Low Risk
18.0,6,1.6670700051404825,14.933714285714284,34.33257142857143,2.7060000000000004,4.191999999999999,0,1,Low Risk
18.0,7,1.626656025954857,18.068571428571428,36.75314285714286,0.7739999999999999,3.4799999999999995,0,1,Low Risk
18.0,8,1.4183263145010323,19.562857142857144,31.299428571428574,1.734,2.508,0,1,Low Risk
18.0,9,1.1464757772720766,21.131142857142855,36.212,3.008,4.742,0,1,Low Risk
18.0,10,1.343055400614077,20.99514285714286,42.41142857142857,17.694,20.701999999999998,0,1,Low Risk
18.0,11,1.105759493331258,21.419714285714285,41.21028571428572,22.076,39.769999999999996,0,1,Low Risk
18.0,12,0.9489404983732126,24.52885714285714,38.242571428571424,1.666,23.742,0,1,Low Risk
18.0,13,0.964251117573993,28.119428571428568,30.99228571428572,10.376000000000001,12.042,0,0,Moderate Risk
18.0,14,1.0486237197343151,28.61114285714286,30.88371428571429,1.8379999999999999,12.214000000000002,0,0,Moderate Risk
18.0,15,0.9700178667350274,30.206,31.51,3.776,5.614,0,0,Moderate Risk
18.0,16,0.9771923503912527,30.058857142857146,32.409142857142854,2.3120000000000003,6.087999999999999,0,0,Moderate Risk
18.0,18,1.0728479282470178,33.80542857142857,24.284285714285716,0.44000000000000006,2.752,0,0,Moderate Risk
18.0,19,1.13197604080007,35.20771428571428,24.135714285714286,2.218,2.658,0,0,Moderate Risk
18.0,20,1.168782847245932,34.848285714285716,28.20542857142857,7.0840000000000005,9.302000000000001,0,0,Moderate Risk
18.0,21,0.9459209561292194,36.14028571428572,21.677999999999997,1.384,8.468,0,0,Moderate Risk
18.0,22,1.4388700671976378,37.98314285714285,19.25057142857143,1.4179999999999997,2.8019999999999996,0,0,Moderate Risk
18.0,23,1.7725209856990454,37.48914285714286,29.660285714285713,12.668000000000001,14.085999999999999,0,0,Moderate Risk
18.0,24,1.7412159018800484,38.156285714285715,30.172000000000004,1.304,13.972,0,0,Moderate Risk
18.0,25,1.4031048529557286,37.489714285714285,35.67714285714286,13.045999999999998,14.35,0,0,Moderate Risk
18.0,26,2.7106347236148087,37.08685714285714,40.044,13.014000000000001,26.060000000000002,1,0,Moderate Risk
18.0,27,7.1805069411727445,37.96742857142857,37.669714285714285,4.816000000000001,17.830000000000002,2,0,Moderate Risk
18.0,28,7.5251828743696,38.12942857142857,36.24457142857143,2.1399999999999997,6.956,2,0,Moderate Risk
18.0,29,3.6692898580770548,37.158,40.687714285714286,8.325999999999999,10.466,1,0,Moderate Risk
